epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,17551.5,0.87188,0.42871,0.81395,0.97493,0.90662,0.94981,0.74727,0.87043,0.45736,0.83178,0.0002576,0.0002576,0.0002576
90,17751.2,0.90235,0.43899,0.81769,0.96849,0.89813,0.94821,0.73988,0.87945,0.47023,0.83321,0.0002378,0.0002378,0.0002378
91,17960,0.85552,0.43358,0.81948,0.95885,0.90979,0.95005,0.7372,0.87688,0.46995,0.83285,0.000218,0.000218,0.000218
92,18152.5,0.83735,0.42076,0.81334,0.95269,0.90323,0.94841,0.73359,0.88788,0.47402,0.83562,0.0001982,0.0001982,0.0001982
93,18343.2,0.81656,0.41112,0.81291,0.96703,0.89643,0.94972,0.74293,0.86559,0.47053,0.83128,0.0001784,0.0001784,0.0001784
94,18536.2,0.82407,0.40915,0.81565,0.97056,0.89547,0.94884,0.7389,0.88166,0.47393,0.83279,0.0001586,0.0001586,0.0001586
95,18729.2,0.79904,0.39793,0.81342,0.96698,0.89503,0.94691,0.73895,0.87771,0.47582,0.8327,0.0001388,0.0001388,0.0001388
96,18923.5,0.80547,0.39947,0.8105,0.96874,0.89813,0.94747,0.74027,0.87016,0.47218,0.83299,0.000119,0.000119,0.000119
97,19115.9,0.79786,0.40309,0.80827,0.96511,0.89983,0.94666,0.73926,0.86783,0.48026,0.83166,9.92e-05,9.92e-05,9.92e-05
98,19310.5,0.7985,0.39979,0.80792,0.9536,0.90716,0.94659,0.7372,0.877,0.47752,0.83297,7.94e-05,7.94e-05,7.94e-05
99,19504.9,0.79638,0.39458,0.80942,0.96714,0.89643,0.9462,0.73578,0.8887,0.47673,0.83591,5.96e-05,5.96e-05,5.96e-05
100,19697.4,0.77515,0.38463,0.80745,0.97162,0.89643,0.94667,0.73686,0.87589,0.47377,0.83349,3.98e-05,3.98e-05,3.98e-05
